Date,NASDAQ,Inflation_Rate
19/1/2018,7336.379883,248.859
20/1/2018,,248.859
21/1/2018,,248.859
22/1/2018,7408.029785,248.859
23/1/2018,7460.290039,248.859
24/1/2018,7415.060059,248.859
25/1/2018,7411.160156,248.859
26/1/2018,7505.77002,248.859
27/1/2018,,248.859
28/1/2018,,248.859
29/1/2018,7466.509766,248.859
30/1/2018,7402.47998,248.859
31/1/2018,7411.47998,248.859
1/2/2018,7385.859863,249.529
2/2/2018,7240.950195,249.529
3/2/2018,,249.529
4/2/2018,,249.529
5/2/2018,6967.529785,249.529
6/2/2018,7115.879883,249.529
7/2/2018,7051.97998,249.529
